site,fishID,SAND,MFOL,TURF,MCOR,MCT,MCRO,SHA,ECHI,ANT_ZOA,MFIL,ANT_SCL,POR,HYD_MIL,MCA,HYD,MA,ANT,ANT_GOR,ANT_PLE,CRU,ASC,BRY,NI
tamandare,PE_LC_bicho 2 dia 4,92,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 2 dia 5,45,11,35,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 3 dia 4,35,30,15,1,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 3 dia 5,72,11,11,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 4 dia 5,53,10,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 5 dia 5,2,48,0,20,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 5 dia 5v2,21,52,0,17,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 6 dia 5,4,50,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamandare,PE_LC_bicho 7 dia 5,10,105,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guarapari,bicho 1 (2),5,8,30,0,0,4,0,4,0,0,0,34,0,13,0,2,0,0,0,0,0,0,0
guarapari,bicho 1 dia 28,7,22,12,0,0,0,0,0,0,0,0,6,0,25,0,2,0,1,5,0,0,0,0
guarapari,bicho 1 dia 30,3,11,37,0,0,2,0,0,0,0,0,8,0,12,0,1,0,0,6,0,0,0,0
guarapari,bicho 1,8,4,28,0,0,1,0,0,0,0,0,23,0,7,0,9,0,0,0,0,0,0,0
guarapari,bicho 2(2),12,19,28,0,0,2,1,0,0,0,0,15,0,15,1,5,0,4,17,0,0,1,0
guarapari,bicho 2 dia 28,8,7,30,2,0,0,0,1,0,0,0,13,0,26,0,0,0,3,10,0,0,0,0
guarapari,bicho 2 dia 30,8,13,25,0,0,7,0,0,1,0,0,17,0,22,0,5,0,0,1,1,0,0,0
guarapari,bicho 2,36,7,20,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0
guarapari,bicho 3 (2),20,22,48,0,0,1,0,1,0,0,0,15,0,3,0,3,0,1,6,0,0,0,0
guarapari,bicho 3 Dia 28,0,15,39,0,0,1,0,0,0,0,0,25,0,15,0,2,0,0,3,0,0,0,0
guarapari,bicho 3 dia 30,6,18,26,0,2,3,0,1,0,0,0,17,0,20,0,1,0,1,3,2,0,0,0
guarapari,bicho 3 ,56,3,19,2,0,0,0,0,0,0,0,3,7,6,0,1,0,1,1,1,0,0,0
guarapari,bicho 4(2),4,24,41,1,0,4,0,1,0,0,0,13,0,3,0,3,0,4,2,0,0,0,0
guarapari,Bicho 4 dia 28,10,23,48,0,0,2,0,0,0,0,0,2,0,20,0,7,0,0,7,1,0,0,0
guarapari,bicho 4 dia 30 ,0,10,17,0,0,1,0,0,0,0,0,32,0,15,0,3,0,1,1,0,0,0,0
guarapari,bicho 4,7,14,54,0,0,0,0,2,0,0,0,11,4,16,0,22,0,1,8,1,0,0,0
guarapari,bicho 5 dia 30,7,24,28,0,0,3,0,0,0,0,0,13,0,19,0,10,0,6,10,0,0,0,0
guarapari,bicho 5,10,22,45,0,0,1,0,1,0,0,0,8,0,9,0,0,0,2,0,2,0,0,0
guarapari,bicho 6(2),10,2,34,0,0,3,0,7,0,0,0,15,0,3,0,0,0,0,6,0,0,0,0
guarapari,bicho 6 (3),17,30,64,0,0,1,0,2,0,0,1,19,0,3,0,0,0,1,2,0,0,0,0
guarapari,bicho 6,4,14,16,0,0,4,0,0,1,0,0,17,1,22,0,12,0,7,0,2,0,0,0
guarapari,bicho 7(2),6,31,38,0,0,0,0,8,0,0,0,19,1,9,0,0,0,4,4,0,0,0,0
guarapari,bicho 7(3) ,8,43,18,0,0,0,0,0,0,0,0,20,0,18,0,1,0,1,11,0,0,0,0
guarapari,bicho 7,11,17,46,0,0,3,0,0,0,0,0,11,0,3,0,1,0,3,0,5,0,0,0
guarapari,bicho 8 (2),9,3,32,0,0,4,0,0,0,0,1,12,0,22,1,2,0,2,12,0,0,0,0
guarapari,bicho 8(3),22,32,25,0,0,2,0,0,0,0,0,38,0,25,0,7,0,6,3,0,0,0,0
guarapari,bicho 8,29,6,16,0,0,1,0,0,0,0,0,6,0,2,0,4,0,11,2,3,0,0,0
guarapari,bicho 8a,11,12,25,0,0,1,0,1,0,0,0,11,0,18,0,19,0,0,2,0,0,0,0
guarapari,bicho 9(2),24,6,66,0,0,1,0,5,0,0,4,8,2,4,0,0,0,0,0,0,0,0,0
guarapari,bicho 9 (3),12,22,20,0,0,0,0,0,0,0,0,24,0,16,0,5,0,1,0,0,0,0,0
guarapari,bicho 9,15,12,35,0,0,4,0,0,3,0,0,6,3,8,0,7,0,0,7,0,0,0,0
guarapari,bicho 10(2),33,36,30,0,0,1,0,1,0,0,2,14,0,11,1,0,0,5,5,1,0,0,0
guarapari,bicho 10,6,3,52,0,0,1,0,3,0,0,0,21,3,5,0,0,0,0,6,0,0,0,0
guarapari,bicho 11(2),6,20,32,0,0,3,0,0,0,0,1,24,0,13,0,1,0,0,0,0,0,0,0
guarapari,bicho 11,16,29,39,0,0,0,0,0,0,0,0,17,0,13,0,0,0,4,2,0,0,0,0
guarapari,bicho 11a,13,22,17,0,0,0,0,0,0,0,0,19,0,19,0,3,0,0,7,0,0,0,0
guarapari,bicho 12,5,8,45,0,0,3,0,5,0,0,0,17,1,14,0,0,0,0,2,0,0,0,0
guarapari,bicho 12a ,13,28,25,1,0,3,0,0,0,0,0,18,0,16,1,3,0,1,11,0,0,0,0
guarapari,bicho5,8,7,29,0,0,2,0,0,0,0,0,42,1,18,0,12,0,1,0,0,0,0,0
guarapari,bicho10,22,4,34,0,0,1,0,0,0,0,0,11,0,8,0,11,4,1,2,2,0,0,0
guarapari,bicho11,2,0,29,0,0,0,0,12,0,0,0,3,48,4,0,2,0,0,0,0,0,0,0
salvador,px01 jpq,3,0,9,0,0,6,0,2,76,0,0,4,0,0,0,0,0,0,0,0,0,0,0
salvador,px 1 07D,86,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px 1 jpq,21,2,19,0,3,15,0,0,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0
salvador,px 2 07D,23,0,10,0,5,4,0,1,35,0,0,6,0,16,0,0,0,0,0,0,0,0,0
salvador,px 2 JPQ,11,0,28,0,1,12,0,2,40,0,0,2,0,4,0,0,0,0,0,0,0,0,0
salvador,px 3 07d,0,0,8,0,3,4,0,0,71,0,0,0,0,14,0,0,0,0,0,0,0,0,0
salvador,px 3 JPQ,20,2,27,0,0,5,0,2,37,0,0,3,0,4,0,0,0,0,0,0,0,0,0
salvador,px 4 D,8,0,12,0,0,0,0,1,75,0,0,0,0,4,0,0,0,0,0,0,0,0,0
salvador,PX4 JPQ,2,0,0,0,10,0,0,3,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salvador,px 7 07D,19,0,67,0,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0
salvador,px 7 jpq,12,13,37,0,0,7,0,0,17,0,0,6,0,8,0,0,0,0,0,0,0,0,0
salvador,px 8 07D,3,0,19,0,0,1,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px 8 JPQ,5,6,36,0,0,10,0,4,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0
salvador,px 9 07D,1,4,3,0,0,1,0,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0
salvador,px 9 JPQ,17,14,28,0,3,3,0,0,49,0,0,1,0,5,0,0,0,0,0,0,0,0,0
salvador,peixe cinco 07D,1,3,5,0,0,5,0,0,78,0,0,0,0,8,0,0,0,0,0,0,0,0,0
salvador,peixe cinco jpq,10,0,23,0,0,5,0,1,58,0,0,1,0,2,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 1 A,8,2,24,0,0,5,0,3,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 2 A,0,3,8,0,0,5,0,1,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 3 A,0,0,12,0,0,5,0,3,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 4 A,0,2,15,0,0,3,0,3,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 cinco A,2,5,30,0,11,8,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 seis A,0,4,20,0,0,21,0,2,47,0,0,1,0,5,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 7 A,0,3,6,0,0,15,0,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 8 A,0,0,7,0,0,7,0,9,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 9 A,0,0,10,0,0,2,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe dia 7 10 A,0,0,7,0,0,1,0,2,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0
salvador,peixe seis 07D,4,2,17,0,2,0,0,0,63,0,0,0,0,12,0,0,0,0,0,0,0,0,0
salvador,peixe seis jpq,19,3,19,0,0,3,0,3,44,0,2,1,0,6,0,0,0,0,0,0,0,0,0
salvador,peixe 1 barra 03 J,62,0,17,0,0,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px 1 dia 4,0,13,25,0,0,5,0,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 1 p 03d,2,0,21,0,0,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 2 barra 03j,34,4,34,2,0,17,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 2 dia 4,4,9,23,0,0,3,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 2 p 03 D,71,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 3 barra 03j,5,0,21,0,0,1,0,4,67,1,1,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 3 di 4,10,8,22,0,0,3,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 3 o 03 D,0,18,6,0,0,9,0,0,47,8,12,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 4 dia 4,1,0,21,0,0,7,0,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 4 p03 D,3,12,13,0,0,4,0,2,51,3,12,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe  cinco barra 03J,1,2,5,0,0,2,0,2,70,3,0,0,0,14,0,0,0,0,0,0,0,0,1
salvador,peixe cinco  dia 4,3,23,9,0,0,6,0,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px cinco p03D,0,0,23,0,0,1,0,0,32,4,40,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe seis barra 03j,1,1,48,1,0,5,0,9,44,9,1,0,0,1,0,0,0,0,0,0,0,0,0
salvador,peise seis dia 4,0,36,15,0,0,3,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0
salvador,peixe seis p03 D,0,2,11,0,0,0,0,3,75,0,29,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 7 barra 03j,10,24,22,0,0,4,0,1,66,4,1,0,0,8,0,0,0,0,0,0,0,0,0
salvador,peixe 7 dia 4,2,13,7,0,0,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 7 p 03D,0,3,1,0,0,6,0,2,68,0,20,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 8 barra 03 j,7,15,31,0,0,3,0,1,39,2,0,0,0,2,0,0,0,0,0,0,0,0,0
salvador,peixe 8 dia 4,16,45,20,0,0,3,0,0,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0
salvador,peixe 8 p03D,0,17,33,0,0,0,0,4,27,0,17,0,2,0,0,0,0,0,0,0,0,0,0
salvador,peixe 9 barra 03 j,1,8,26,0,0,9,0,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0
salvador,peixe 9 dia 4,9,23,33,0,0,4,0,0,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 9 p03D,2,2,18,0,0,4,0,7,64,0,0,0,1,0,0,0,2,0,0,0,0,0,0
salvador,peixe 10 barra 03j,3,7,9,0,0,7,0,2,70,0,0,0,0,2,0,0,0,0,0,0,0,0,0
salvador,peixe 10 dia 4,2,13,12,0,0,7,0,4,51,0,0,6,4,1,0,0,0,0,0,0,0,0,0
salvador,peixe 10 p03D,5,14,36,0,1,4,0,2,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0
salvador,peixe 11 barra 03j,0,14,20,0,0,15,0,1,66,1,1,0,0,2,0,0,0,0,0,0,0,0,0
salvador,peixe 11 dia 4,0,16,7,0,0,3,0,2,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 11 p 03D,0,1,45,0,0,5,0,2,54,0,2,0,11,0,0,0,0,0,0,0,0,0,0
salvador,peixe 12 barra 03j,1,22,16,0,0,8,0,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 12 dia 4,7,14,19,0,0,2,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peixe 12 p03D,17,14,50,0,0,5,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,peise 13 barra 03j,8,23,35,0,0,7,0,1,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0
salvador,peixe 14barra,8,39,29,0,0,2,0,0,7,1,5,0,0,9,0,0,0,0,0,0,0,0,0
salvador,peixe 15 barra,8,1,27,1,0,12,0,11,27,1,14,0,4,14,0,0,0,0,0,0,0,0,0
salvador,peixe 16 barra,0,1,13,0,0,1,0,0,52,0,13,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px 1 yatchj,4,1,83,0,0,1,0,0,0,0,1,6,2,2,0,0,0,0,0,0,0,0,0
salvador,px2 yatchj,0,0,77,0,0,4,0,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px3 y,25,7,28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0
salvador,px 5 y ,5,1,26,0,0,0,0,0,62,5,0,1,0,0,0,0,0,0,0,0,0,0,0
salvador,px 6 y  ,0,0,44,0,0,5,1,0,23,1,0,5,0,1,0,0,0,0,0,0,0,0,0
salvador,px 7y,16,0,56,0,0,0,1,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0
salvador,px8 y,13,0,17,0,0,4,1,1,53,3,1,1,2,4,0,0,0,0,0,0,0,0,0
salvador,px 9 y,16,1,12,0,0,4,0,0,54,1,6,4,2,0,0,0,0,0,0,0,0,0,0
salvador,px 10 y,7,0,16,0,0,5,0,1,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0
salvador,px 11 y,13,0,11,0,0,0,0,1,70,0,0,3,2,0,0,0,0,0,0,0,0,0,0
salvador,px 12 y,22,0,17,0,0,2,0,0,50,1,0,7,1,0,0,0,0,0,0,0,0,0,0
salvador,px 13 y,9,0,6,0,0,0,0,0,78,3,0,4,0,0,0,0,0,0,0,0,0,0,0
salvador,px 14y ,8,0,14,0,0,2,0,0,71,1,0,2,0,2,0,0,0,0,0,0,0,0,0
salvador,px 15,12,0,2,0,0,0,0,2,78,2,0,4,0,0,0,0,0,0,0,0,0,0,0
salvador,px 16,3,0,27,0,0,0,0,0,47,1,10,12,0,0,0,0,0,0,0,0,0,0,0
salvador,px 17y ,18,0,14,0,0,2,0,0,55,0,0,11,0,0,0,0,0,0,0,0,0,0,0
salvador,px 1 yd,3,0,1,0,0,18,0,6,55,0,0,0,17,0,0,0,0,0,0,0,0,0,0
salvador,px 2 yd,14,1,51,0,0,23,0,4,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0
salvador,px 3 y d,0,5,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px 4 yd,1,0,13,0,0,17,3,4,1,0,0,2,59,0,0,0,0,0,0,0,0,0,0
salvador,px 5 yd ,12,2,7,0,0,1,0,1,71,0,0,2,4,0,0,0,0,0,0,0,0,0,0
salvador,px 6 yd,8,0,30,0,0,2,1,0,48,2,0,9,0,0,0,0,0,0,0,0,0,0,0
salvador,px 7 yd,10,0,5,0,0,0,2,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0
salvador,px 8 yd,19,0,9,0,0,2,0,0,59,5,0,6,0,0,0,0,0,0,0,0,0,0,0
salvador,px 9 yd,5,0,11,0,0,3,0,1,75,3,0,2,0,0,0,0,0,0,0,0,0,0,0
salvador,px 10 yd,7,0,5,0,0,1,0,0,70,9,0,4,3,1,0,0,0,0,0,0,0,0,0
salvador,px 11 yd,13,0,7,0,0,1,0,0,56,2,3,2,0,15,1,0,0,0,0,0,0,0,0
salvador,px 12 yd,2,0,13,0,0,4,0,0,74,4,0,0,2,1,0,0,0,0,0,0,0,0,0
salvador,px 13 yd,6,0,1,0,0,2,0,0,81,3,0,1,0,6,0,0,0,0,0,0,0,0,0
puerto_rico,PR_ana_2_peixe 1,4,4,40,21,1,3,4,0,0,0,10,10,0,0,0,0,0,20,3,0,0,0,0
puerto_rico,PR_ana_2_peixe 2,0,5,40,31,0,5,8,0,0,0,15,3,0,0,0,0,0,13,0,0,0,0,0
puerto_rico,PR_ana_2_peixe 3,13,0,36,28,0,0,1,0,0,0,9,4,0,0,0,0,0,9,0,0,0,0,0
puerto_rico,PR_ana_2_peixe 4,2,7,35,15,0,0,2,0,0,0,18,10,0,0,0,0,0,11,0,0,0,0,0
puerto_rico,PR_ana_2_peixe 5,9,9,21,11,1,1,1,0,0,0,26,6,0,0,0,0,0,11,2,0,2,0,0
puerto_rico,PR_ana_2_peixe 6,3,1,42,18,3,2,1,0,0,0,15,9,0,0,0,0,0,6,0,0,0,0,0
puerto_rico,PR_ana_2_peixe 7,2,3,32,6,7,0,1,0,0,0,23,3,1,0,0,0,0,21,1,0,0,0,0
puerto_rico,PR_ana_2_peixe 8,3,4,28,17,5,0,1,0,0,0,19,9,0,0,0,0,0,14,0,0,0,0,0
puerto_rico,PR_ana_2_peixe 9,2,2,14,10,2,1,0,0,0,0,18,9,0,0,0,0,0,42,0,0,0,0,0
puerto_rico,PR_ana_3_peixe 1,3,2,52,0,0,1,0,0,0,0,12,4,0,0,0,0,0,25,1,0,0,0,0
puerto_rico,PR_ana_3_peixe 2,1,3,37,0,0,0,0,0,0,0,12,11,0,0,0,0,0,55,1,0,0,0,0
puerto_rico,PR_ana_3_peixe 3,9,3,30,25,1,1,2,0,0,0,20,5,0,0,0,0,0,4,0,0,0,0,0
puerto_rico,PR_ana_3_peixe 5,12,10,27,24,3,3,2,0,0,0,15,1,0,0,0,0,0,3,0,0,0,0,0
puerto_rico,PR_ana_3_peixe 6,4,3,57,16,0,0,1,0,0,0,23,9,0,0,0,0,0,6,1,0,0,0,0
puerto_rico,PR_ana_4_peixe 1,8,8,41,9,0,0,4,0,0,9,17,1,0,0,0,0,0,23,0,0,0,0,0
puerto_rico,PR_ana_4_peixe 2,3,2,44,0,0,2,0,0,0,28,11,0,0,0,0,0,6,4,0,0,0,0,0
puerto_rico,PR_ana1_peixe 1,1,6,22,35,1,0,0,0,0,0,20,13,0,0,0,0,0,2,0,0,0,0,0
puerto_rico,PR_ana1_peixe 3,4,7,35,41,0,0,0,0,0,2,17,2,0,0,0,0,0,32,0,0,0,0,0
puerto_rico,PR_ana1_peixe 6,1,8,53,9,0,0,0,0,0,0,10,11,0,0,0,0,0,28,0,0,0,0,0
puerto_rico,PR_ana1_peixe 7,1,8,53,9,0,0,0,0,0,0,10,11,0,0,0,0,0,28,0,0,0,0,0
puerto_rico,PR_sergio_1_peixe 4,6,3,28,33,13,0,1,0,0,0,26,1,0,0,0,0,0,9,0,0,0,0,0
puerto_rico,PR_sergio_1_peixe 9,2,7,52,78,1,1,0,0,0,1,2,12,0,0,0,0,12,11,0,0,1,0,0
puerto_rico,PR_sergio_3_peixe 2,3,9,75,0,0,1,0,0,0,0,24,12,1,1,0,0,0,34,0,0,0,0,0
puerto_rico,PR_sergio_3_peixe 3,1,0,46,0,0,0,0,0,0,0,14,6,0,0,0,0,0,33,0,0,0,0,0
puerto_rico,PR_sergio_3_peixe 4,1,0,83,0,0,0,0,0,0,0,16,6,1,0,0,0,0,33,0,0,0,0,0
puerto_rico,PR_sergio_3_peixe 5,9,2,50,38,0,0,1,0,0,0,25,7,1,0,0,0,0,27,0,0,0,0,0
puerto_rico,PR_sergio_3_peixe 6,0,4,61,22,0,1,0,0,0,2,18,17,1,0,0,0,0,54,0,0,0,0,0
puerto_rico,PR_sergio_3_peixe 7,1,2,67,49,0,3,1,0,0,2,22,15,0,0,0,0,0,38,0,0,0,0,0
puerto_rico,PR_sergio_4_peixe 1,9,2,60,0,0,1,3,0,0,25,25,1,0,0,0,0,1,33,0,0,0,0,0
puerto_rico,PR_sergio_4_peixe 2,0,12,70,0,0,3,1,0,0,1,7,0,0,0,0,0,0,6,0,0,0,0,0
puerto_rico,PR_sergio_4_peixe 4,0,5,65,1,1,3,3,0,0,12,26,0,0,0,0,0,0,44,0,0,0,0,0